pH,TDS,Turbidity,Phospate,Nitrate,Iron,COD(mg/L),Chlorine,Sodium,Class
7.545490126,704,3.27,0.007952418,7,0.371755675,399,1,19,2
7.588864056,729,3.46,0.023091389,6,0.310956992,424,2,11,1
7.559014199,916,0.93,0.024006323,7,0.361900339,410,2,5,1
7.504218573,835,3.79,0.018991874,7,0.316725015,428,3,5,1
7.595221461,790,0.23,0.003304314,6,0.398911507,402,1,17,1
7.544826706,697,0.43,0.024835953,6,0.401512841,414,2,10,1
7.586004102,766,0.56,0.003466581,6,0.39901206,399,3,7,0
7.586524143,790,0.53,0.007247514,8,0.335380101,399,4,8,2
7.566172475,642,2.89,0.000349784,6,0.323409993,422,2,7,1
7.513231929,747,0.75,0.006370589,7,0.364619343,397,1,2,2
7.568508792,719,3.44,0.006018007,7,0.307872052,391,1,9,2
7.555583557,740,0.18,0.019205962,7,0.33244817,421,4,4,1
7.568857276,692,2.22,0.017774508,6,0.372598318,423,3,4,1
7.593024471,903,0.9,0.025124367,8,0.327556533,400,3,5,1
7.524450038,813,2.86,0.013323357,6,0.307287509,426,3,11,1
7.543157098,844,2.9,0.028062312,6,0.308316708,403,4,9,1
7.55322145,968,2.43,0.027286735,6,0.322304623,394,3,1,0
7.506777939,833,1.52,0.022063949,8,0.32151806,402,4,11,1
7.504454038,685,0.61,0.024089884,6,0.353753277,427,3,19,1
7.584680152,694,2.78,0.021492734,7,0.333906273,418,3,12,1
7.575824121,979,0.55,0.012388453,8,0.31970264,402,1,14,1
7.589705286,909,3.86,0.024380992,6,0.330090937,412,1,2,1
7.584181529,681,3.91,0.02088186,8,0.361574625,400,1,8,1
7.585889822,736,1.35,0.027958371,6,0.386595287,404,2,7,1
7.565205651,826,3.03,0.00190824,8,0.341168324,402,3,13,1
7.548080593,720,1.82,0.019988707,6,0.304475908,401,1,19,1
7.516095783,722,4.05,0.012380864,7,0.34822349,390,4,18,2
7.535544833,827,0.65,0.00765223,6,0.357411399,425,4,15,1
7.56230163,834,3.36,0.008813128,8,0.406040367,407,3,10,1
7.565749547,629,2.63,0.029413126,6,0.316682537,430,2,16,1
7.55598273,743,1.21,0.023731058,6,0.317474535,411,2,20,1
7.587959732,965,3.57,0.024756818,6,0.374927422,416,4,1,1
7.559320307,894,3.96,0.010303331,8,0.337077155,406,4,11,1
7.599689099,699,0.31,0.012972739,7,0.400270937,428,4,12,1
7.547140389,896,0.16,0.016789177,6,0.380051879,403,4,17,1
7.586204892,812,3.21,0.00096656,7,0.364416577,399,1,16,0
7.514562873,650,1.86,0.002156959,7,0.304717749,415,2,6,1
7.504820839,945,3.81,0.003653747,8,0.377050816,412,2,6,1
7.56502541,913,0.3,0.000264815,7,0.323093128,395,2,17,0
7.58556458,974,3.39,0.027401805,6,0.349776536,427,4,8,1
7.583982163,659,2.04,0.011786309,8,0.399689566,396,4,19,2
7.570410937,700,3.7,0.018753835,6,0.405834873,427,1,17,1
7.516543324,642,1.69,0.005318906,7,0.391321902,417,3,11,1
7.512459985,891,2.76,0.017387429,8,0.3346492,423,1,7,1
7.573910983,765,1.26,0.000471473,6,0.319493265,408,3,14,1
7.512458866,860,0.2,0.003960515,8,0.345840911,419,3,20,1
7.559160231,808,3.9,0.014878113,6,0.340546605,425,1,2,1
7.537663115,637,2.69,0.001080058,8,0.392516999,403,2,9,1
7.544358263,650,2.51,0.007762422,7,0.355339376,408,4,11,1
7.551246285,763,0.91,0.019219669,8,0.340955336,406,2,20,1
7.505297111,630,4.11,0.024886421,6,0.332104035,396,2,1,2
7.518234115,932,2.79,0.001990679,7,0.380046927,399,4,5,0
7.557307045,918,1.53,0.009765095,6,0.403688556,419,4,7,1
7.557914005,976,1.32,0.02600233,8,0.393012491,408,4,4,1
7.559917642,847,2.37,0.009513285,7,0.402940879,413,1,2,1
7.599603435,792,2.16,0.022557648,7,0.366410027,402,3,18,1
7.580832307,859,1.8,1.72E-05,6,0.340237732,428,2,13,1
7.52159096,894,3.48,0.024775551,6,0.303213447,408,1,5,1
7.517690852,810,1.26,0.020173239,8,0.37409865,418,4,12,1
7.506553851,921,0.89,0.013839549,8,0.319099863,410,1,11,1
7.546114057,671,3.06,0.012551577,8,0.392824226,392,2,16,2
7.553524632,844,3.86,0.000147804,6,0.373537285,405,3,7,1
7.526656394,954,1.67,0.026355585,7,0.322823939,403,2,15,1
7.57077859,919,1.43,0.004688081,8,0.405173912,407,3,18,1
7.569025085,892,1.89,0.009475405,8,0.324205884,414,3,1,1
7.573707365,738,2.91,0.017358367,7,0.389532469,410,2,11,1
7.588756726,751,0.5,0.013674068,7,0.310085152,412,1,10,1
7.564704784,829,1.26,0.022639944,8,0.353916617,414,2,12,1
7.562634146,753,3.77,0.010037259,7,0.337963571,402,2,11,1
7.589257695,833,2.72,0.028278881,6,0.348417883,401,1,12,1
7.541869966,979,2.89,0.011207591,6,0.31559305,394,4,18,0
7.575884355,923,3.57,0.005732509,6,0.32341143,394,3,14,0
7.559258713,624,0.32,0.009849512,6,0.331182108,421,2,6,1
7.568011758,935,2.07,0.02586615,8,0.325389562,415,2,7,1
7.562775557,976,2.27,0.029709204,7,0.370803126,407,1,7,1
7.513912941,917,1.99,0.024426424,7,0.386656763,427,3,5,1
7.559082723,868,0.15,0.025104732,6,0.365358442,412,1,8,1
7.597376699,876,2.57,0.01377973,8,0.325669213,400,3,18,1
7.53006272,861,3.35,0.012486422,7,0.378427406,398,1,4,2
7.549679542,781,0.28,0.005741719,7,0.338437834,393,1,20,2
7.507775314,947,0.1,0.021256424,8,0.40618464,398,4,18,0
7.508186605,635,3.12,0.024156196,6,0.38974159,395,1,14,2
7.53230703,682,3.23,0.02081824,6,0.408968952,414,4,14,1
7.579845519,672,1.95,0.008256584,6,0.349603197,400,3,9,1
7.585774679,793,0.25,0.01574596,7,0.350380208,407,2,4,1
7.567581469,856,2.66,0.018530183,6,0.393982295,420,4,5,1
7.514751844,747,0.51,0.025363009,6,0.359127606,421,1,15,1
7.589931166,945,0.69,0.023838214,8,0.337356935,418,3,14,1
7.56267962,847,1.69,0.026816027,6,0.377081794,403,4,13,1
7.552601382,706,0.72,0.01928877,6,0.369915268,415,3,17,1
7.537817721,682,1.06,0.01876307,7,0.345881511,423,4,13,1
7.584474933,652,1.75,0.023457193,6,0.321691947,405,4,20,1
7.530030269,937,2.12,0.020952255,7,0.390037273,414,2,17,1
7.52532459,623,0.23,0.013305395,7,0.31770733,413,1,18,1
7.539301147,756,0.28,0.023956728,6,0.405777666,426,4,10,1
7.521208105,979,1.79,0.0234447,6,0.387988568,391,4,15,0
7.518135421,717,2.42,0.014047472,6,0.366105696,430,2,3,1
7.56009015,748,2.45,0.013750778,7,0.359924708,414,3,13,1
7.594923191,789,1.54,0.020360615,7,0.371982125,407,1,9,1
7.560741423,656,1.39,0.029760241,6,0.389708215,426,3,8,1
7.513802068,687,1.56,0.000310367,7,0.379978171,420,3,14,1
7.531120358,892,0.19,0.016891853,6,0.355599221,418,4,17,1
7.567959092,798,1.59,0.000882524,6,0.406655221,402,1,18,1
7.541257958,829,4.04,0.016054179,6,0.344082313,418,2,16,1
7.559061249,753,3.25,0.014457247,6,0.384922547,424,1,12,1
7.506398606,624,0.88,0.027908568,6,0.341841492,409,1,7,1
7.52541999,940,1.76,0.028870115,7,0.317484847,406,2,8,1
7.590474039,631,3.7,0.006727089,7,0.376229874,404,3,17,1
7.535431288,689,1.5,0.027064832,6,0.409644607,402,3,15,1
7.533596089,694,3.66,0.012068039,7,0.383588776,412,4,16,1
7.566201367,713,2.01,0.024508376,7,0.355963476,421,3,6,1
7.541958645,682,1.29,0.005402924,7,0.389052808,397,2,3,2
7.521158073,954,0.49,0.01894662,7,0.321941302,402,3,17,1
7.56955029,792,2.89,0.025914765,6,0.336130923,411,4,2,1
7.529659093,680,2.63,0.009699881,8,0.391625107,416,3,14,1
7.580394947,809,1.7,0.029302347,6,0.347949787,424,2,4,1
7.599704355,774,1.06,0.008263497,6,0.343651505,421,4,9,1
7.550128134,937,3.3,0.015954294,7,0.396458767,397,1,6,0
7.581732316,810,3.32,0.011170266,7,0.339068203,391,3,13,2
7.559987838,683,2.72,0.01332849,7,0.303606086,417,4,2,1
7.549927122,665,3.63,0.002863841,8,0.3391906,402,1,8,1
7.502631116,658,0.32,0.014821699,8,0.371121071,396,2,13,2
7.52518384,921,3.25,0.013790694,8,0.403705659,420,3,17,1
7.533003527,868,1.43,0.013672882,7,0.376709285,409,4,8,1
7.507179139,975,2.2,0.010650085,7,0.37449867,395,4,5,0
7.501587542,800,1.31,0.011690532,6,0.394815986,424,2,8,1
7.563689017,716,3.96,0.025843403,7,0.325182802,423,3,2,1
7.530799166,969,2.7,0.013584424,6,0.332038016,413,3,19,1
7.591480711,743,2.05,0.008388446,7,0.312973088,418,2,20,1
7.561528182,844,2.46,0.007129362,8,0.371172225,422,3,20,1
7.582833542,645,2.97,0.02635874,7,0.37903116,391,4,5,2
7.51533211,759,1.12,0.021955339,6,0.338111054,394,1,12,2
7.534562538,873,3.35,0.028915023,8,0.335900591,416,3,7,1
7.587114529,629,1.55,0.002783958,7,0.332799945,404,2,5,1
7.541806567,674,3.98,0.02702676,7,0.328783783,413,3,8,1
7.597162401,718,3.09,0.027243171,8,0.376462676,413,2,15,1
7.540071514,766,0.5,0.020466208,7,0.36498251,393,4,12,2
7.51071409,897,3.13,0.020362489,6,0.39458396,417,3,12,1
7.559402364,741,3.02,0.008271423,8,0.303475028,415,4,9,1
7.574445957,767,2.52,0.015082274,8,0.403769309,403,1,1,1
7.543271724,804,2.13,0.024607824,8,0.387758705,400,4,3,1
7.530260635,946,0.84,0.016503436,7,0.390539854,391,4,1,0
7.532105452,852,1.78,0.023244199,7,0.3162022,430,2,9,1
7.550275419,882,3.96,0.003128741,8,0.319904213,420,1,16,1
7.595546331,723,2.94,0.005300742,6,0.302754446,415,1,17,1
7.519638477,869,1.26,0.024169124,8,0.403240785,395,4,3,0
7.561794789,972,0.78,0.009331303,7,0.347597029,400,1,11,1
7.505235601,700,2.15,0.005366752,7,0.345786153,400,3,1,1
7.544411971,735,3.78,0.018020048,7,0.375292178,421,3,18,1
7.577989436,673,3.52,0.007796305,8,0.300519052,409,4,20,1
7.508466563,794,2.08,0.007067276,8,0.309359466,415,1,5,1
7.554063551,860,2.21,0.020279989,8,0.308372782,411,3,10,1
7.583244921,736,0.81,0.027037596,8,0.36744293,411,3,8,1
7.576253804,684,1.75,0.000715718,6,0.318322142,417,2,3,1
7.51643573,690,3.93,0.005464646,8,0.325546766,416,1,18,1
7.577266055,718,2.33,0.017705243,8,0.355721307,394,4,17,2
7.53958992,945,3.67,0.019570046,8,0.339532378,400,2,12,1
7.501019095,904,3.26,0.015547513,6,0.335228221,407,4,5,1
7.54947167,872,0.3,0.001718654,7,0.34293446,400,2,19,1
7.585194218,877,2.8,0.027288196,7,0.35114038,417,1,19,1
7.594181554,848,1.98,0.029775918,8,0.360741654,392,3,4,2
7.530621989,701,0.21,0.010679954,7,0.380446688,430,2,2,1
7.534926592,943,3.19,0.015098533,8,0.343680275,430,2,20,1
7.517029079,865,2.28,0.003833141,6,0.361495939,424,1,6,1
7.591853611,935,1.25,0.022984209,6,0.343202346,412,4,13,1
7.564634993,669,2.3,0.022688702,7,0.405249264,417,2,17,1
7.59781628,888,1.17,0.002084084,7,0.352637125,419,4,4,1
7.585457252,656,2.27,0.001783182,6,0.307679003,409,4,4,1
7.593433563,735,2.87,0.025508924,6,0.309111109,396,4,6,2
7.535139219,672,1.24,0.016447405,8,0.315328296,405,4,14,1
7.570445516,760,2.05,0.014038322,7,0.409686629,421,2,2,1
7.56102307,653,4.14,0.00218161,7,0.375197858,420,4,9,1
7.546510008,934,3.27,0.006317222,8,0.405727412,407,3,19,1
7.508188339,678,3.58,0.019471252,8,0.341890762,407,1,14,1
7.57021835,841,0.91,0.0135731,7,0.393552493,394,3,19,2
7.556889791,804,1.15,0.009191768,7,0.341969724,394,1,17,2
7.590810391,697,1.58,0.009358163,7,0.379871117,427,3,6,1
7.565317361,968,0.35,0.027614269,6,0.360346335,404,4,7,1
7.550547839,962,3.31,0.026915847,8,0.30096311,399,4,15,0
7.582373323,836,3.05,0.027307167,7,0.347197764,403,2,18,1
7.578772611,961,3.41,0.003355412,7,0.391731693,406,3,1,1
7.547422834,705,1.13,0.011631339,7,0.386981908,400,1,7,1
7.524439596,945,0.13,0.004062697,6,0.345659141,430,2,8,1
7.566350568,680,0.22,0.028518353,7,0.398866608,417,1,3,1
7.531196407,839,0.47,0.006958607,8,0.335845478,390,3,6,2
7.591223138,766,1.9,0.009048602,6,0.382628745,422,1,18,1
7.543822197,904,2.06,0.004579897,6,0.376409744,396,4,6,0
7.507169658,706,3.76,0.018459372,6,0.319460579,406,4,10,1
7.504451851,831,0.26,0.001286386,6,0.366562229,421,4,6,1
7.503685236,906,3.4,0.028004913,8,0.355055853,403,3,13,1
7.584195344,878,3.82,0.026911365,6,0.391359152,420,1,11,1
7.532336259,634,2.89,0.019175771,6,0.351271674,412,3,14,1
7.540261134,818,0.6,0.013167187,6,0.372248081,390,3,6,2
7.520585256,910,3.1,0.021592907,7,0.319874288,410,2,4,1
7.568218638,661,3.31,0.019005618,8,0.386692823,401,1,14,1
7.578676355,776,1.7,0.021661991,8,0.396225306,399,1,7,2
7.503236882,723,2.01,0.02688178,8,0.310775525,409,4,12,1
7.596877781,639,1.24,0.018309422,8,0.391434457,405,1,17,1
7.579027079,937,1.38,0.013821864,6,0.332548357,399,1,17,0
7.550967543,962,3.3,0.026900358,6,0.400385984,423,4,11,1
7.502392869,898,2.54,0.002077716,7,0.339408555,410,2,14,1
7.597654105,633,4.2,0.012760638,8,0.374409269,391,3,17,2
7.507913253,753,0.55,0.018127165,7,0.332920392,407,3,17,1
7.53557344,779,2.49,0.024209866,6,0.370865659,400,2,6,1
7.543443981,974,2.16,0.003299103,8,0.312921987,408,4,10,1
7.517513169,790,0.78,0.011540622,7,0.379108712,419,3,13,1
7.532389892,849,3.65,0.017630827,8,0.323175451,399,3,11,2
7.590634865,882,0.23,0.003510531,7,0.389607107,425,4,9,1
7.546503735,923,1.4,0.025359037,8,0.403025234,392,2,3,0
7.570888688,890,3.39,0.007697775,6,0.301051536,416,1,4,1
7.580026334,681,3.43,0.0056707,6,0.315258746,424,1,8,1
7.545245796,786,3.77,0.006401477,8,0.304157854,429,3,1,1
7.553333139,950,3.72,0.025934708,6,0.39500139,396,4,15,0
7.562224542,821,1.88,0.029102879,7,0.408364883,419,4,6,1
7.573452542,685,1.86,0.018879949,6,0.340553679,408,3,17,1
7.564361972,934,4.15,0.011062282,6,0.361230984,397,3,15,0
7.57522518,966,3.65,0.029927978,7,0.337603407,407,2,7,1
7.521820262,747,2.98,0.024999423,8,0.329952505,428,3,12,1
7.503412529,823,3.09,0.005754544,6,0.398229076,404,2,2,1
7.565654565,918,3.87,0.007221447,8,0.319224983,422,2,1,1
7.564580005,768,0.9,0.016172358,7,0.377636292,394,1,15,2
7.514316183,950,1.41,0.017754653,6,0.382228495,425,1,2,1
7.589948338,853,0.93,0.020018229,7,0.377820124,401,4,4,1
7.53441816,725,0.35,0.004823718,7,0.323101759,416,4,20,1
7.557693956,953,0.35,0.015533034,7,0.336085836,421,4,7,1
7.589281929,765,1.06,0.025892628,6,0.314862653,401,1,6,1
7.505213259,702,1.37,0.029712327,7,0.393779388,412,1,14,1
7.544577454,649,2.84,0.002519794,6,0.324504027,405,4,12,1
7.567686914,631,3.89,0.020554329,7,0.350248292,410,2,10,1
7.549724366,849,3.74,0.023662245,6,0.343101735,425,4,4,1
7.507206476,939,1.67,0.029402335,8,0.353275727,421,1,14,1
7.546437671,975,0.94,0.003070621,7,0.307321374,425,4,7,1
7.531748774,716,3.85,8.22E-05,8,0.325258638,419,1,5,1
7.551816041,708,2.72,0.011821888,6,0.33120108,426,4,17,1
7.595199621,825,0.22,0.016123113,7,0.301443255,428,2,17,1
7.511751652,940,0.87,0.003018209,6,0.378479157,406,4,11,1
7.517295427,623,2.88,0.017191726,8,0.313540236,410,4,16,1
7.594374533,688,1.43,0.019406241,7,0.301708019,420,3,3,1
7.50533006,907,1.86,0.024928827,6,0.334731674,420,1,1,1
7.596416614,810,1.29,0.009536192,7,0.37713258,417,3,17,1
7.524410037,860,3.48,0.028419713,6,0.399937892,412,2,12,1
7.556447793,973,3.45,0.013915539,8,0.334887833,419,4,5,1
7.563875794,791,2.48,0.023446492,7,0.342068787,429,3,9,1
7.503999774,800,2.13,0.0111025,7,0.358786717,422,1,17,1
7.575376087,697,0.56,0.017428117,8,0.348202658,395,3,8,2
7.583864579,783,3.09,0.016561719,6,0.340777462,394,1,5,2
7.502877477,671,3.9,0.018236684,6,0.408233764,413,1,4,1
7.579016781,729,3.36,0.021147834,7,0.340332894,418,2,11,1
7.571440931,767,0.34,0.013866042,8,0.327587098,398,3,15,2
7.556113948,789,0.75,0.011597608,6,0.368390341,426,1,18,1
7.570792131,795,1.92,0.018222043,6,0.352440914,425,4,6,1
7.564972256,624,2.95,0.000320835,6,0.371470692,412,2,9,1
7.531689031,804,2.08,0.028257829,8,0.352882924,410,4,17,1
7.587080759,800,2.8,0.028883345,6,0.378231654,428,3,4,1
7.575835195,974,1.73,0.027805528,7,0.339045981,407,4,18,1
7.526606671,934,3.42,0.008907439,7,0.343812929,426,1,12,1
7.597356115,680,0.97,0.026557734,7,0.358235022,423,4,9,1
7.570816184,655,3.56,0.006638004,6,0.315540462,403,2,17,1
7.548133058,829,0.69,0.022552618,8,0.386754302,413,3,7,1
7.570032378,862,3.98,0.00648255,6,0.362631682,401,3,7,1
7.533219564,637,0.24,0.014803007,6,0.337697519,421,3,11,1
7.524804056,811,4.04,0.006208369,6,0.368271803,406,3,15,1
7.500227115,909,0.29,0.002256482,6,0.302847819,401,4,9,1
7.524888262,948,2.14,0.019984274,8,0.332515146,417,3,8,1
7.528879677,778,1.02,0.010880003,7,0.331578862,394,4,11,2
7.527545598,753,3.61,0.001161485,8,0.327676619,406,2,7,1
7.583523696,937,2.43,0.004151419,6,0.326321942,412,1,10,1
7.560619196,956,1.01,0.017319556,6,0.38436171,420,4,2,1
7.552357497,716,0.66,0.017483657,7,0.339141697,394,1,7,2
7.568206168,978,0.45,0.02446301,8,0.318387643,398,4,9,0
7.52319152,859,2.89,0.000763059,8,0.387724089,415,1,11,1
7.5235859,671,1.92,0.021955359,7,0.362557694,400,1,10,1
7.598247086,802,3.26,0.029015722,6,0.363112987,419,2,16,1
7.502068351,700,1.29,0.013508465,7,0.312850335,427,2,13,1
7.593701497,872,1.48,0.006629201,6,0.310275969,422,3,15,1
7.572196701,884,2.3,0.027042574,6,0.307855097,422,4,3,1
7.518767344,781,0.59,0.003959933,7,0.409514255,423,4,11,1
7.581240616,871,3.9,0.010300698,8,0.350395863,430,3,18,1
7.520374527,911,3.59,0.01174589,8,0.389590585,393,1,11,0
7.506632154,947,3.83,0.028221262,6,0.366263895,427,2,16,1
7.523489099,633,0.19,0.019143942,6,0.339543458,405,3,20,1
7.531661447,736,2.32,0.021639346,7,0.323448642,408,4,13,1
7.533289309,681,3.53,0.023174325,7,0.343420945,417,4,5,1
7.505332539,698,1.87,0.022864146,8,0.359417871,397,1,20,2
7.571175729,865,2.23,0.020544615,8,0.381511768,394,2,18,2
7.559535832,870,1.96,0.019769165,7,0.404326348,391,1,8,0
7.533343384,635,0.68,0.015436988,6,0.329088248,411,2,18,1
7.524265386,800,0.73,0.026217841,7,0.325443354,420,1,4,1
7.574483503,654,1.24,0.015917272,6,0.317067591,403,1,7,1
7.54185412,835,1.94,0.005119197,8,0.34860222,396,1,18,2
7.54608626,848,2.58,0.005402852,7,0.377079249,414,2,17,1
7.580398874,943,3.96,0.014256374,8,0.363060453,414,3,16,1
7.564938989,810,3.92,0.023765868,6,0.377833059,406,3,2,1
7.595123677,795,3.36,0.017308043,6,0.328021319,393,3,3,2
7.535727206,675,3.45,0.008698473,6,0.328888225,392,1,17,2
7.566536707,802,1.67,0.008647837,8,0.311203312,417,4,7,1
7.507225656,929,0.98,0.000216732,6,0.408126039,427,4,14,1
7.563347675,770,1.5,0.016758795,6,0.403982142,424,1,19,1
7.562292509,739,2.4,0.021194488,6,0.380543826,411,2,19,1
7.518718123,914,3.96,0.02604076,7,0.402210646,396,4,4,0
7.598599294,636,1.51,0.02661257,7,0.306786793,421,2,19,1
7.594066696,977,2.92,0.003768709,7,0.364999387,426,4,1,1
7.564289234,703,0.26,0.009897335,7,0.379076226,413,1,12,1
7.513636081,839,2.25,0.002756227,7,0.330394424,398,4,10,0
7.535867207,850,0.52,0.028677302,6,0.386448923,402,1,17,1
7.530217297,926,3.67,0.025701332,7,0.361191149,414,2,15,1
7.501406983,699,2.69,0.024011663,6,0.310309793,430,4,20,1
7.551057734,843,3.98,0.002590041,7,0.399336823,404,4,9,1
7.551664498,807,1.99,0.007790065,8,0.313876261,429,2,2,1
7.566138594,830,1.27,0.007597187,6,0.395523777,422,3,15,1
7.565944018,897,2.06,0.003485662,7,0.360974831,426,2,12,1
7.590717138,786,3.74,0.021666113,6,0.37086958,416,4,7,1
7.580480395,867,1.94,0.026521379,7,0.312250696,424,4,13,1
7.537634781,658,2.07,0.026462439,8,0.32968293,397,1,20,2
7.512397105,855,2.24,0.020844462,6,0.377057872,418,2,2,1
7.516715615,756,2.57,0.017488201,7,0.406987204,427,3,5,1
7.584073909,976,3.55,0.015382825,8,0.386200031,394,2,8,0
7.58329079,797,3.75,0.029079499,7,0.402468684,418,3,18,1
7.511292263,778,2.21,0.015433287,8,0.334890268,413,4,14,1
7.584412914,689,0.61,0.001181858,8,0.306572488,398,2,18,0
7.52238173,638,1.27,0.028837751,7,0.313462095,395,3,14,2
7.568059019,650,1.82,0.026359581,6,0.301723387,404,1,10,1
7.577905346,723,3.98,0.027087408,8,0.401704109,430,2,11,1
7.538776604,750,1.98,0.014546916,6,0.398444299,392,2,15,2
7.578426157,774,2.53,0.010247351,7,0.354551651,399,2,19,2
7.589917217,902,1.69,0.018687983,8,0.370183919,423,4,20,1
7.508725377,955,2.33,0.029137631,6,0.389719412,429,2,16,1
7.529270524,721,3.88,0.009934786,8,0.399235707,416,3,3,1
7.577975607,870,3.02,0.020557023,7,0.372189378,396,2,15,2
7.587155827,709,3.48,0.02017239,8,0.373779679,402,1,19,1
7.56244793,666,0.44,0.018507118,8,0.33101367,412,1,19,1
7.593898109,902,1.26,0.024357953,6,0.318117764,419,4,6,1
7.562673317,674,0.52,0.024279452,6,0.344828918,423,2,9,1
7.511409468,924,1.93,0.000669882,8,0.303297104,427,3,11,1
7.536052292,684,2.72,0.005701053,8,0.308052536,412,3,1,1
7.552270413,770,0.39,0.004784487,6,0.347988966,416,2,19,1
7.531506583,787,1.89,0.007566778,7,0.370923273,405,3,3,1
7.520791671,689,3.86,0.026813223,6,0.331025096,402,4,9,1
7.537323992,746,2.16,0.01275076,6,0.391285563,415,4,15,1
7.551365043,836,2.47,0.000566113,7,0.31521125,402,3,6,1
7.554449182,910,2.02,0.006313273,7,0.338544123,427,4,2,1
7.557730516,724,1.36,0.003608818,8,0.313447539,425,1,13,1
7.547705792,928,3.06,0.009356763,6,0.350457061,414,3,9,1
7.550413963,895,2.56,0.017021875,8,0.382186961,427,3,8,1
7.525487983,917,0.95,0.023490011,8,0.35674549,409,3,3,1
7.528651056,692,1.6,0.010896803,8,0.367008155,428,3,4,1
7.567144391,670,3.26,0.021609586,6,0.360315847,426,3,7,1
7.54100537,704,3.4,0.016659076,8,0.386858979,400,2,10,1
7.553039104,910,2.63,0.017273964,8,0.394427377,409,2,18,1
7.548717365,770,1.05,0.011297044,6,0.37211405,429,4,20,1
7.561717977,849,0.68,0.011427431,6,0.365088498,411,3,15,1
7.533415862,812,2.45,0.012747198,7,0.357024073,404,4,10,1
7.557602868,950,3.62,0.009135876,8,0.365808758,410,3,16,1
7.565732178,622,0.68,0.001143395,7,0.363572901,407,1,1,1
7.553563447,842,3.43,0.004999256,8,0.321600661,392,1,13,0
7.550464142,940,3.79,0.028222533,7,0.334584541,407,4,4,1
7.522401142,907,3.74,0.009746101,8,0.355942152,393,4,4,0
7.559504907,893,3.7,0.011256712,6,0.318925318,394,1,13,2
7.599729781,787,3.91,0.027670919,8,0.402357422,428,4,16,1
7.535692946,639,3.34,0.000850065,8,0.357450027,429,3,11,1
7.589717903,707,2.01,0.010429604,6,0.376267076,427,2,3,1
7.559604219,647,2.16,0.002995715,7,0.38466174,402,4,9,1
7.536414083,879,3.72,0.022432531,8,0.359441384,394,2,2,2
7.556684816,640,1.08,0.000772494,6,0.303972837,410,3,3,1
7.57536888,710,3.88,0.016730311,7,0.409552985,426,2,17,1
7.535000381,832,3.39,0.017870877,7,0.399019322,416,1,6,1
7.582296563,786,2.61,0.011545165,7,0.361484116,430,4,6,1
7.588605383,807,2.09,0.010688516,7,0.374373148,429,4,11,1
7.543203383,642,0.45,0.003810274,8,0.36132852,423,2,3,1
7.573522171,810,2.04,0.009968717,7,0.330264787,400,4,19,1
7.531381967,782,2.35,0.008476666,8,0.356171297,396,2,15,2
7.50780244,802,2.17,0.021899302,7,0.402684758,400,3,19,1
7.554196291,848,2.66,0.005272979,8,0.384133796,430,2,3,1
7.501282774,836,0.57,0.002657084,6,0.310252213,391,2,10,0
7.534644705,813,2.62,0.001229101,7,0.409104035,408,4,4,1
7.508991706,971,1.5,0.00834249,8,0.402177535,397,4,5,0
7.559719985,792,0.84,0.016307785,7,0.374586503,399,3,11,2
7.593925039,846,3.91,0.029001522,6,0.382155983,410,2,6,1
7.593188273,883,3.85,0.023001726,6,0.310460406,406,1,9,1
7.521941102,770,3.05,0.026310028,6,0.325484363,404,4,18,1
7.572064626,732,2.58,0.026656669,7,0.386899682,422,2,8,1
7.500336149,665,1.17,0.015043699,6,0.364332942,397,3,11,2
7.549860415,904,1.32,0.029727443,6,0.335259999,426,1,7,1
7.559376018,690,4.03,0.016183479,8,0.384636659,414,4,17,1
7.587100524,846,3.88,0.014194213,6,0.332840782,398,3,15,2
7.595580635,832,1.7,0.011937256,8,0.337286066,403,3,10,1
7.563412252,656,3.25,0.018993512,8,0.368497436,405,3,10,1
7.590201054,812,3.94,0.011347391,6,0.36149302,403,4,11,1
7.570612382,946,3.72,0.001754906,7,0.350818463,411,3,20,1
7.591132537,813,0.13,0.01192856,6,0.35687647,427,2,18,1
7.556878967,963,3.71,0.011723327,7,0.35809553,407,3,19,1
7.597315452,819,3.41,0.010051597,8,0.343973438,426,4,3,1
7.503264343,914,3.26,0.01877452,8,0.330521239,415,4,17,1
7.557451017,794,1.22,0.014700975,7,0.384706493,424,2,20,1
7.501271384,691,0.46,0.022739607,6,0.36436654,400,3,5,1
7.519954121,781,0.54,0.007627681,6,0.312971307,408,2,17,1
7.576294055,765,3.69,0.02277,8,0.306741351,398,4,9,2
7.556924867,972,1.65,0.022921684,8,0.32383879,409,4,4,1
7.527302498,860,2.75,0.02462449,7,0.375515341,418,3,14,1
7.562654184,771,0.67,0.026255859,6,0.330613363,392,3,15,2
7.505062766,943,2.48,0.020352322,7,0.359502124,404,4,7,1
7.58305559,929,2.98,0.024396129,8,0.309148814,391,3,13,0
7.578262264,732,1.31,0.018603074,7,0.383365843,400,4,10,1
7.593412555,740,2.74,0.006518553,6,0.316356223,408,4,10,1
7.534762331,855,3.65,0.016572491,7,0.368205454,395,1,18,2
7.5679169,964,3.12,0.028062294,8,0.364850661,395,1,12,0
7.543543186,738,4.19,0.001547129,8,0.319132721,428,3,7,1
7.548583465,967,0.92,0.003986407,6,0.354722958,397,2,20,0
7.529975306,741,3.33,0.004346586,8,0.388963029,398,1,15,0
7.573274267,751,3.54,0.018787066,6,0.37734442,397,2,12,2
